0,0.025,0.05,0.075,0.1,0.125,0.15,0.175,0.2
3.389,3.389,3.389,3.389,3.389,3.389,3.389,3.389,3.389
96.611,96.611,96.611,96.611,96.611,96.611,96.611,96.611,96.887
