0,0.025,0.05,0.075,0.1,0.125,0.15,0.175,0.2
22.73,22.73,22.73,22.73,22.73,22.73,22.73,22.08,20.8
77.27,77.27,77.27,77.27,77.27,78.563,81.672,85.148,87.811
