0,0.025,0.05,0.075,0.1,0.125,0.15,0.175,0.2
47.662,47.662,47.662,46.884,46.884,46.106,44.554,42.236,39.173
52.338,52.338,53.894,59.3,66.816,71.845,72.543,69.718,63.098
