0,0.025,0.05,0.075,0.1,0.125,0.15,0.175,0.2
36.902,36.902,36.902,36.902,36.152,35.404,35.404,33.92,31.724
63.098,63.098,63.098,64.596,67.548,73.236,77.92,80.451,78.563
