0,0.025,0.05,0.075,0.1,0.125,0.15,0.175,0.2
21.437,21.437,21.437,21.437,21.437,21.437,20.8,20.8,19.549
78.563,78.563,78.563,78.563,79.2,79.829,82.272,85.698,88.316
