0,0.025,0.05,0.075,0.1,0.125,0.15,0.175,0.2
28.155,28.155,28.155,28.155,28.155,27.457,26.764,26.077,24.719
71.845,71.845,71.845,71.845,73.236,75.95,80.451,84.022,85.148
