0,0.025,0.05,0.075,0.1,0.125,0.15,0.175,0.2
33.184,33.184,33.184,33.184,33.184,32.452,31.724,31.001,28.859
66.816,66.816,66.816,67.548,69.718,73.923,79.2,82.272,81.672
