0,0.025,0.05,0.075,0.1,0.125,0.15,0.175,0.2
30.282,30.282,30.282,30.282,30.282,30.282,29.568,28.859,26.764
69.718,69.718,69.718,69.718,71.141,74.605,79.829,82.863,84.022
