0,0.025,0.05,0.075,0.1,0.125,0.15,0.175,0.2
3.1125,3.1125,3.1125,3.1125,3.1125,3.1125,3.1125,3.1125,3.1125
96.887,96.887,96.887,96.887,96.887,96.887,96.887,96.887,97.152
