0,0.025,0.05,0.075,0.1,0.125,0.15,0.175,0.2
10.224,10.224,10.224,10.224,10.224,10.224,10.224,10.224,10.224
89.776,89.776,89.776,89.776,89.776,89.776,89.776,90.701,92.839
