0,0.025,0.05,0.075,0.1,0.125,0.15,0.175,0.2
4.286,4.286,4.286,4.286,4.286,4.286,4.286,4.286,4.286
95.714,95.714,95.714,95.714,95.714,95.714,95.714,95.714,96.323
