0,0.025,0.05,0.075,0.1,0.125,0.15,0.175,0.2
43.78,43.78,43.78,43.78,43.007,42.236,41.467,39.173,36.152
56.22,56.22,56.993,60.065,66.816,72.543,75.95,74.605,69.718
