0,0.025,0.05,0.075,0.1,0.125,0.15,0.175,0.2
30.282,30.282,30.282,30.282,29.568,29.568,28.859,28.155,26.077
69.718,69.718,70.432,70.432,71.845,75.281,79.829,83.447,84.022
