0,0.025,0.05,0.075,0.1,0.125,0.15,0.175,0.2
1.3165,1.3165,1.3165,1.3165,1.3165,1.3165,1.3165,1.3165,1.3165
98.684,98.684,98.684,98.684,98.684,98.684,98.684,98.684,98.684
