0,0.025,0.05,0.075,0.1,0.125,0.15,0.175,0.2
20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.171,18.935
79.2,79.2,79.2,79.2,79.2,80.451,82.863,86.24,88.316
