0,0.025,0.05,0.075,0.1,0.125,0.15,0.175,0.2
13.76,13.76,13.76,13.76,13.76,13.76,13.76,13.76,13.228
86.24,86.24,86.24,86.24,86.24,86.772,87.296,88.812,91.149
