0,0.025,0.05,0.075,0.1,0.125,0.15,0.175,0.2
12.704,12.704,12.704,12.704,12.704,12.704,12.704,12.704,12.189
87.296,87.296,87.296,87.296,87.296,87.296,87.811,89.299,91.587
