-26.389999999999993,-26.858099999999997,-27.809899999999992,-28.374666666666673,-29.624100000000016,-31.361300000000004,-33.420633333333335,-37.62716666666667,-39.6485,-40.06773333333334,-40.27400000000001,-40.47500000000001,-40.39133333333336,-40.699799999999996,-40.56466666666668,-40.682866666666655,-40.41793333333334,-40.52163333333334,-40.39956666666667,-40.317200000000014,-40.25603333333331,-39.98100000000001,-40.117866666666664,-39.75126666666667,-39.59100000000001,-39.65563333333335,-39.412366666666664,-39.12493333333332,-39.16810000000002,-39.052200000000006,-38.8781,-38.57673333333334,-38.38946666666667,-38.359500000000004,-38.36953333333333,-37.94789999999999,-37.77316666666668,-37.736666666666686,-37.46199999999999,-37.830733333333335,-37.18283333333331,-37.41139999999999,-36.8908,-36.8519,-36.64626666666667,-36.69706666666666,-36.3024,-36.285299999999985,-36.24616666666666,-36.088333333333345,-35.76050000000001,-35.59626666666666,-35.740066666666664
10,16,7,5,8,3,11,11,22,16,21,21,20,30,33,23,31,35,34,36,36,36,35,37,32,35,37,37,39,38,39,37,38,37,38,39,40,39,39,39,39,41,41,39,40,40,40,39,40,39,40,40,41
43,47,53,58,61,85,93,102,96,90,89,88,84,84,83,80,83,78,77,78,76,77,74,73,72,73,72,73,73,71,71,69,71,68,68,66,70,67,66,65,66,65,64,65,63,62,62,64,62,59,63,55,60
