-48.50999999999999,-47.98029999999999,-47.531099999999995,-47.094433333333335,-46.869700000000016,-46.36286666666667,-46.01629999999998,-45.59900000000002,-45.439933333333336,-44.90106666666667,-44.55616666666666,-44.29679999999998,-43.84360000000004,-43.49746666666668,-43.277733333333344,-42.94179999999999,-42.56276666666664,-42.22136666666667,-42.18066666666663,-41.70590000000001,-41.223499999999994,-40.99993333333333,-40.77493333333335,-40.42293333333332,-40.2246,-39.96766666666664,-39.66073333333333,-39.436333333333366,-39.211833333333345,-39.04766666666665,-38.806,-38.55496666666667,-38.35140000000001,-38.15876666666665,-37.83793333333333,-37.73096666666667,-37.57709999999999,-37.48923333333333,-37.29886666666666,-37.19403333333334,-37.03660000000001,-36.80103333333333,-36.8077,-36.666233333333324,-36.663166666666676,-36.57256666666664,-36.46656666666665,-36.440100000000015,-36.25399999999998,-36.272633333333324
3,1,2,2,1,3,3,2,5,6,2,5,14,13,13,6,6,4,11,8,17,10,18,14,21,13,18,19,13,20,20,21,29,14,30,24,28,24,33,36,37,38,38,39,48,44,40,48,38,44
101,99,100,100,94,96,98,93,93,98,92,95,93,91,88,92,88,89,93,87,85,84,81,84,86,77,81,83,77,76,74,75,72,76,72,77,78,73,60,68,67,59,59,57,57,62,56,60,53,57
