-35.64853333333331,-37.4273,-38.05776666666666,-38.863499999999995,-39.38399999999999,-39.82893333333333,-40.092066666666675,-40.581533333333326,-40.71133333333334,-40.92406666666667,-40.9624,-41.03219999999998,-41.20773333333333,-41.23679999999999,-41.27106666666668,-41.18133333333334,-41.29506666666668,-41.13409999999998,-41.09023333333333,-41.12906666666666,-41.043433333333326,-41.036400000000015,-41.079466666666654,-41.033233333333335,-40.87863333333334,-40.80683333333334,-40.74536666666666,-41.00113333333335,-40.72503333333335,-40.73450000000002,-40.683299999999996,-40.699033333333325,-40.6491,-40.643266666666655,-40.66769999999999,-40.59823333333333,-40.61369999999997,-40.526799999999994,-40.64176666666666,-40.59309999999999,-40.64296666666668,-40.678333333333306,-40.63489999999998,-40.493966666666665,-40.54346666666669,-40.52013333333335,-40.52226666666667,-40.55756666666668,-40.571333333333314,-40.468900000000005,-40.511700000000005,-40.373999999999995,-40.48086666666668
8,13,26,12,14,21,23,17,20,19,24,21,27,30,28,31,29,34,29,30,31,35,36,33,36,42,39,39,45,41,45,38,45,37,41,41,42,43,41,40,49,44,41,48,41,43,42,47,47,40,45,47,48
20,96,85,84,82,82,81,85,78,75,79,76,70,73,69,78,65,67,64,67,63,64,64,59,63,64,60,58,65,58,59,54,63,54,53,57,53,56,52,52,62,56,51,57,51,52,54,56,55,50,54,55,57
