-100.0,-90.81886666666666,-82.68306666666663,-75.57403333333329,-69.4125,-64.39399999999999,-60.005800000000015,-56.04010000000001,-52.464966666666655,-49.173,-46.3213666666667,-43.582633333333334,-41.17936666666668,-38.86726666666665,-36.68633333333334,-34.81883333333333,-33.11779999999999,-31.522933333333345,-29.876133333333332,-28.4006,-27.158333333333335,-25.826266666666665,-24.6322,-23.560233333333336,-22.463499999999996,-21.46003333333333,-20.494633333333347,-19.72236666666665,-18.702400000000004,-17.90356666666667,-17.274833333333333,-16.484866666666672,-15.829200000000002,-15.199133333333323,-14.54496666666667,-13.990633333333326,-13.30743333333333,-12.807166666666667,-12.09083333333334,-11.617566666666667,-11.165700000000008,-10.618299999999994,-10.23293333333333,-9.813766666666668,-9.542633333333335,-9.277733333333329,-9.077333333333335,-8.856066666666667,-8.705266666666667,-8.431399999999998
100,28,44,38,43,18,30,24,19,26,16,19,23,16,13,19,13,25,20,19,15,21,14,21,18,20,19,14,17,19,21,16,14,16,14,25,24,17,17,15,14,16,24,20,40,32,35,38,54,40
101,29,48,58,64,62,71,74,79,85,81,86,75,84,85,88,82,83,80,80,86,86,87,86,89,89,87,91,93,93,91,93,93,91,91,92,95,97,92,95,75,93,108,78,87,81,63,44,71,47
