-33.06703333333335,-34.863566666666685,-37.578866666666656,-38.666900000000005,-39.35946666666665,-39.8307,-40.305166666666665,-40.51736666666666,-40.69306666666667,-40.91673333333333,-41.133666666666656,-41.157266666666665,-41.18856666666667,-41.231700000000004,-41.33086666666665,-41.2083,-41.17323333333332,-41.13646666666665,-41.17190000000001,-41.05290000000001,-41.14956666666667,-40.95796666666667,-40.90090000000001,-40.92659999999998,-40.77673333333333,-40.69590000000001,-40.87443333333334,-40.874366666666674,-40.63686666666665,-40.742033333333346,-40.66386666666665,-40.6304666666667,-40.52013333333331,-40.62720000000001,-40.56786666666667,-40.82533333333332,-40.51340000000001,-40.66976666666666,-40.646333333333345,-40.48699999999999,-40.49643333333335,-40.461399999999976,-40.49823333333332,-40.6265,-40.426300000000005,-40.47969999999999,-40.48666666666664,-40.61243333333334,-40.47476666666667,-40.46520000000001,-40.4622,-40.58596666666666,-40.50523333333335
32,20,18,12,11,15,18,23,14,18,26,29,28,27,27,34,32,28,30,36,36,33,33,35,38,37,42,39,36,40,42,46,45,41,37,40,44,45,45,42,42,42,46,43,45,37,41,45,41,44,45,46,45
84,86,105,89,87,81,84,77,74,77,78,74,70,70,75,70,74,67,66,62,68,65,65,60,62,61,64,59,60,56,61,62,60,58,54,56,59,57,60,54,57,56,57,54,56,48,51,55,51,52,53,54,54
