-35.42660000000003,-37.43120000000001,-38.23560000000002,-38.77990000000001,-39.42199999999999,-39.85086666666667,-40.16839999999999,-40.565233333333325,-40.6416,-40.87183333333334,-41.15473333333332,-41.031499999999994,-41.198333333333345,-41.203833333333336,-41.23216666666666,-41.157999999999994,-41.2563,-41.11560000000001,-41.135566666666655,-41.09653333333335,-41.0927,-41.199166666666684,-41.01870000000001,-40.949166666666635,-40.95339999999999,-40.94196666666668,-40.843500000000006,-40.84729999999999,-40.71123333333331,-40.822566666666674,-40.64863333333332,-40.67836666666666,-40.697799999999994,-40.54333333333333,-40.666933333333354,-40.54453333333335,-40.60290000000001,-40.684066666666666,-40.54846666666667,-40.579766666666664,-40.59833333333333,-40.669366666666676,-40.55960000000001,-40.59309999999999,-40.5626,-40.50313333333332,-40.42733333333335,-40.49199999999998,-40.617866666666664,-40.60079999999999,-40.57396666666669,-40.58763333333333,-40.519300000000015
14,13,18,25,20,12,16,23,17,21,20,24,26,26,31,29,30,33,26,39,35,33,33,40,34,38,33,43,36,47,35,37,43,44,39,45,40,46,41,43,41,45,45,42,42,45,44,43,44,46,45,44,48
90,84,91,87,85,82,79,78,70,77,75,77,77,72,75,70,68,67,68,63,65,68,63,69,61,61,57,59,55,63,55,52,57,57,53,57,54,60,53,54,56,55,55,51,52,55,55,53,54,54,54,53,57
