-100.0,-90.60306666666665,-82.55973333333336,-75.49580000000002,-69.61476666666668,-64.52469999999998,-60.10376666666665,-56.00613333333332,-52.553866666666686,-49.23660000000001,-46.363566666666664,-43.6482,-41.041166666666655,-38.79543333333332,-36.7683,-34.95420000000002,-32.944066666666664,-31.37783333333334,-29.891033333333333,-28.36556666666667,-27.037899999999997,-25.7767,-24.607466666666678,-23.57616666666667,-22.3748,-21.474499999999995,-20.6165,-19.717433333333343,-18.770466666666675,-17.869799999999994,-17.196533333333335,-16.51693333333334,-15.806466666666662,-15.047599999999987,-14.3971,-13.762400000000008,-13.101066666666666,-12.284000000000002,-11.940833333333336,-11.300333333333331,-10.920733333333338,-10.420200000000001,-10.045466666666666,-9.723799999999997,-9.586033333333337,-9.282900000000001,-9.096000000000002,-8.83266666666667,-8.713333333333335,-8.455133333333334
100,29,37,37,38,22,29,23,23,21,17,20,26,19,23,20,18,20,13,18,14,20,25,20,25,15,23,16,21,20,16,18,15,14,17,19,17,19,18,18,16,12,43,76,83,35,76,27,33,39
101,30,40,54,70,71,75,74,73,84,76,80,82,79,86,84,78,83,79,85,88,87,85,86,87,88,90,94,91,93,92,93,93,96,94,93,92,76,92,68,93,68,57,86,84,62,101,73,67,51
