-35.65716666666669,-37.195066666666655,-37.97863333333335,-38.6147,-39.33623333333333,-39.91823333333333,-40.1193,-40.372566666666685,-40.66336666666667,-40.946266666666666,-41.07510000000005,-41.219400000000014,-41.15613333333333,-41.16820000000003,-41.12826666666668,-41.20396666666666,-41.18583333333331,-41.26886666666667,-41.11763333333333,-41.12173333333333,-41.097133333333325,-40.98913333333332,-40.88589999999999,-40.89016666666665,-40.958366666666684,-40.94180000000001,-40.70980000000003,-40.7023,-40.718199999999996,-40.70333333333331,-40.72133333333332,-40.6529,-40.73773333333335,-40.6889,-40.616499999999995,-40.5948,-40.576033333333356,-40.474833333333336,-40.62396666666666,-40.50139999999999,-40.84116666666665,-40.59500000000003,-40.80326666666667,-40.5271,-40.59033333333333,-40.53476666666668,-40.47086666666667,-40.64253333333331,-40.68936666666666,-40.47406666666666,-40.593300000000006,-40.50023333333333,-40.62329999999998
23,3,20,5,13,20,19,22,21,26,29,29,25,24,23,26,26,30,33,37,36,37,37,36,39,37,36,39,39,38,42,38,44,40,42,43,42,43,48,48,43,42,43,40,45,42,44,46,45,45,47,44,46
63,105,82,88,78,78,77,86,82,82,76,74,76,70,71,65,68,67,69,69,62,63,63,61,65,58,55,59,57,57,60,55,57,55,56,55,56,57,59,61,55,52,53,51,56,51,54,55,55,52,53,54,55
