-35.6846666667,-35.577,-35.7664333333,-36.6504,-37.8872,-39.5183333333,-41.0005333333,-42.7854,-44.2065666667,-45.699,-47.1376666667,-48.5079333333,-49.7872333333,-51.1084666667,-52.1559,-53.3315333333,-54.2661333333,-55.2004,-56.1407333333,-57.1519,-57.9463333333,-58.7637333333,-59.6486666667,-60.4766,-61.0380666667,-61.6912,-62.4580333333,-62.9238666667,-63.609,-64.1504,-64.749,-65.2990666667,-65.8473666667,-66.3519333333,-66.7869333333,-67.2973,-67.7156333333,-68.2427,-68.6065666667,-69.0975,-69.4133333333,-69.8897,-70.2843666667,-70.4777666667,-70.9150666667,-71.1925333333,-71.4891,-71.9081333333,-72.2322,-72.4876,-72.7685,-73.1512,-73.2979
10,95,43,33,25,15,17,9,17,8,13,13,11,8,7,5,7,9,6,5,8,10,7,9,5,6,7,3,6,4,2,8,5,4,5,4,5,3,5,5,4,7,6,3,3,7,5,5,4,4,5,4,5
38,96,47,74,74,80,78,89,85,89,88,91,86,86,91,89,91,89,94,90,94,93,92,94,93,94,92,95,96,94,92,91,95,90,93,93,96,95,94,91,91,93,95,93,91,94,94,93,95,94,94,94,92
