-100.0,-90.71013333333333,-82.62166666666668,-75.48553333333332,-69.46066666666668,-64.5409,-60.02546666666666,-56.07976666666665,-52.415899999999986,-49.31903333333336,-46.166666666666636,-43.53646666666666,-40.70639999999999,-38.10710000000001,-35.10379999999999,-31.567399999999996,-28.244633333333343,-25.64719999999999,-23.46616666666667,-21.68393333333333,-19.98499999999999,-18.78573333333333,-17.730733333333333,-16.6421,-15.797533333333337,-14.955433333333337,-14.333066666666664,-13.580033333333333,-12.983599999999997,-12.5316,-12.032933333333334,-11.662433333333334,-11.286866666666668,-10.902466666666665,-10.548633333333331,-10.289366666666668,-9.925933333333335,-9.654166666666665,-9.390433333333332,-9.144333333333336,-8.877166666666668,-8.646533333333334,-8.446700000000002,-8.231066666666665,-7.988766666666666,-7.834133333333335,-7.626033333333335,-7.458333333333332,-7.302733333333334,-7.140233333333334
100,63,36,43,33,22,20,23,24,21,15,20,18,20,7,9,11,10,18,12,5,11,15,14,16,9,14,10,31,16,38,55,31,78,32,35,64,73,52,58,21,57,28,21,18,25,24,70,21,68
101,66,37,56,64,62,77,72,80,76,83,87,90,95,93,110,94,75,62,55,72,71,63,96,50,54,72,67,107,22,87,81,69,101,79,91,105,95,87,72,106,63,33,90,54,56,108,101,32,85
