-10.061300000000001,-10.052833333333332,-10.06206666666667,-10.016633333333331,-9.945433333333332,-9.880366666666667,-9.923966666666669,-9.744033333333336,-9.689833333333334,-9.673066666666664,-9.703199999999999,-9.642599999999996,-9.691766666666668,-9.636266666666666,-9.6722,-9.591033333333334,-9.580166666666665,-9.6047,-9.666133333333333,-9.579899999999999,-9.6401,-9.615333333333332,-9.573666666666666,-9.586866666666667,-9.660966666666665,-9.5774,-9.6332,-9.620733333333334,-9.537766666666665,-9.569033333333332,-9.554466666666665,-9.690333333333333,-9.628400000000001,-9.639733333333334,-9.612366666666667,-9.6924,-9.567966666666669,-9.560199999999998,-9.6039,-9.571433333333333,-9.591833333333332,-9.543233333333333,-9.607833333333334,-9.654833333333334,-9.597066666666667,-9.628499999999999,-9.582533333333332,-9.568133333333334,-9.610333333333333,-9.626766666666665
1,1,1,3,2,1,1,3,47,3,5,1,1,32,47,40,22,65,39,25,44,46,45,25,37,78,33,46,41,29,20,25,38,84,30,59,21,14,57,40,32,71,47,16,28,22,61,50,64,13
82,68,44,90,15,53,81,49,60,39,11,85,10,61,70,57,57,83,45,73,96,87,97,34,55,90,36,64,96,87,97,58,62,110,86,72,57,26,78,66,94,88,66,49,100,65,70,100,93,20
