-48.53916666666665,-47.99336666666667,-47.717233333333326,-47.13090000000001,-46.883266666666664,-46.38449999999999,-46.096333333333355,-45.684599999999996,-45.34876666666668,-44.94746666666669,-44.574600000000004,-44.301433333333335,-43.86996666666665,-43.512800000000006,-43.26973333333334,-42.96143333333334,-42.47049999999999,-42.306633333333345,-41.98270000000001,-41.504999999999995,-41.32650000000001,-41.033333333333324,-40.68186666666668,-40.51390000000001,-40.270999999999994,-39.97286666666666,-39.73853333333334,-39.42689999999999,-39.36053333333333,-39.00229999999999,-38.69389999999999,-38.41846666666667,-38.14089999999999,-38.16819999999999,-37.952399999999976,-37.850133333333346,-37.61179999999999,-37.42056666666667,-37.41703333333334,-37.07873333333332,-36.9883,-36.88540000000001,-36.68376666666666,-36.746033333333344,-36.67726666666669,-36.543066666666675,-36.51473333333334,-36.316900000000004,-36.36093333333333,-36.536500000000025
3,4,2,4,2,2,3,8,8,11,4,11,7,10,12,11,8,16,9,17,15,13,10,16,13,17,17,18,19,18,21,19,27,26,22,27,32,34,32,38,35,34,41,39,40,44,47,59,45,58
108,100,99,94,93,104,97,100,96,98,91,93,93,93,85,94,91,86,87,90,91,87,81,89,76,85,77,85,79,78,75,71,66,76,74,69,68,63,65,74,64,60,62,63,60,61,57,69,58,68
