-31.809366666666655,-33.369766666666656,-35.810033333333344,-38.278666666666666,-39.19809999999998,-39.89550000000002,-40.114866666666664,-40.39580000000001,-40.771166666666666,-40.96719999999999,-40.94746666666668,-41.202000000000005,-41.20773333333333,-41.22623333333333,-41.22079999999999,-41.25069999999997,-41.19856666666666,-41.1166,-41.08123333333333,-41.040700000000015,-41.00899999999999,-40.98899999999998,-41.049,-40.888499999999986,-40.857033333333334,-41.03060000000001,-40.834300000000006,-40.67560000000001,-40.6721,-40.6511,-40.59883333333331,-40.61029999999998,-40.6371,-40.79186666666665,-40.49593333333333,-40.587466666666664,-40.4666,-40.53523333333334,-40.42610000000001,-40.61500000000001,-40.39133333333333,-40.532500000000006,-40.42739999999999,-40.50236666666667,-40.44833333333333,-40.49416666666665,-40.410100000000014,-40.453599999999994,-40.35379999999999,-40.393299999999996,-40.44643333333334,-40.409699999999994,-40.37029999999999
34,11,12,19,21,17,20,11,18,25,25,20,23,25,31,33,34,35,31,35,36,36,39,38,35,37,40,39,42,37,40,42,43,40,42,42,45,45,41,42,42,46,41,40,52,48,45,48,46,45,43,42,42
35,81,98,94,89,84,85,81,78,79,75,73,72,68,73,69,70,71,67,64,64,65,62,67,60,61,61,58,60,57,59,59,59,58,56,55,60,59,54,54,54,57,53,51,62,59,54,59,55,56,52,51,52
