-48.272200000000026,-47.899900000000024,-47.63770000000001,-47.22550000000001,-46.86840000000002,-46.27753333333334,-46.015600000000006,-45.7363333333333,-45.301766666666644,-44.94296666666668,-44.74046666666668,-44.2345,-43.84223333333334,-43.432433333333336,-43.15913333333333,-42.778999999999996,-42.59420000000001,-42.29083333333332,-41.884933333333336,-41.70776666666666,-41.315866666666665,-41.029199999999996,-40.89703333333337,-40.47766666666665,-40.17149999999999,-39.95486666666667,-39.689266666666654,-39.41546666666669,-39.11039999999999,-39.01983333333331,-38.66006666666667,-38.504600000000025,-38.32583333333336,-38.13289999999999,-37.82343333333333,-37.818200000000004,-37.48363333333331,-37.50743333333331,-37.16813333333333,-36.941766666666666,-36.74563333333335,-36.61036666666666,-36.465566666666646,-36.30423333333332,-36.03949999999998,-36.13649999999999,-36.183033333333334,-35.77456666666666,-35.59526666666668,-35.44720000000003
2,8,1,2,1,1,3,1,1,5,11,7,3,4,10,11,9,7,11,14,10,14,14,18,12,14,13,20,21,22,20,24,27,34,26,29,24,37,30,40,38,40,37,41,37,36,43,44,51,54
101,96,100,103,97,97,95,106,95,99,97,92,97,92,90,91,94,88,93,84,87,82,90,83,84,79,83,84,81,84,76,81,78,78,73,77,73,77,78,74,72,75,72,70,72,77,71,72,76,74
